,name,films,tv_shows,short_films,allies,enemies,park_attractions,films_count,tv_shows_count,short_films_count,park_attractions_count,enemies_count,allies_count
2372,EVE,"['WALL-E (film)', 'Big Hero 6', 'Ralph Breaks the Internet', 'Toy Story 4']",,['BURN-E'],,,"['World of Color', 'Happily Ever After (fireworks show)']",4,0,1,2,0,0
2373,Evelyn Robin,['Christopher Robin (film)'],,,,,,1,0,0,0,0,0
2374,The Exterminator,,['Mighty Med'],,,,,0,1,0,0,0,0
2375,Fagin,['Oliver Twist'],,,,,,1,0,0,0,0,0
2376,Faloo,['The Rescuers Down Under'],,,,,,1,0,0,0,0,0
2377,Falumpus,,['Fluppy Dogs'],,,,,0,1,0,0,0,0
2378,General Fang,['Around the World in 80 Days'],,,,,,1,0,0,0,0,0
2379,Father Time,"['The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",,,,,,2,0,0,0,0,0
2380,Felicia Sundew,,['Amphibia'],,,,,0,1,0,0,0,0
2381,Fifi,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast: The Enchanted Christmas', ""Beauty and the Beast: Belle's Magical World"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Beauty and the Beast (2017 film)']",['House of Mouse'],,,,['Enchanted Tale of Beauty and the Beast'],6,1,0,1,0,0
2382,Figment,"['Inside Out', 'Toy Story 4']",['Dreamfinders'],['Language Arts Through Imagination'],,,"['Journey Into Imagination', 'Journey Into Your Imagination', 'Journey Into Imagination With Figment', 'Guardians of the Galaxy - Mission: BREAKOUT!']",2,1,1,4,0,0
2383,Oscar,,['Fish Hooks'],,,,,0,1,0,0,0,0
2384,Fist Fighters,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
2385,Ziggy Flagstarr,,,,,,,0,0,0,0,0,0
2386,Flamingo Girls,,['The Lion Guard'],,,,,0,1,0,0,0,0
2387,Justine Flanner,,['Kim Possible'],,,,,0,1,0,0,0,0
2388,Flap,['Planes: Fire & Rescue'],,,,,,1,0,0,0,0,0
2389,Flare,['Who Framed Roger Rabbit'],,,,,,1,0,0,0,0,0
2390,Fleeblebort,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
2391,"Flora, Fauna, and Merryweather","['Sleeping Beauty', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Lion King 1½', 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Sofia the First: Once Upon a Princess', 'Maleficent (film)', 'Elena and the Secret of Avalor', 'Maleficent: Mistress of Evil']","['House of Mouse', 'Sofia the First']",,,,"['Magic, Music and Mayhem', 'SpectroMagic', ""Magical: Disney's New Nighttime Spectacular of Magical Celebrations"", ""Walt Disney's Parade of Dreams"", ""Disney's Fantillusion"", 'Sorcerers of the Magic Kingdom', ""Mickey's Once Upon a Christmastime Parade"", 'Fantasmic!', 'Festival of Fantasy Parade', 'Parade of the Stars', 'Magic Happens']",8,2,0,11,0,0
2392,Forest Army,"['Maleficent (film)', 'Maleficent: Mistress of Evil']",,,,,,2,0,0,0,0,0
2393,Fred,,['Quack Pack'],,,,,0,1,0,0,0,0
2394,Frida Fox,,"[""Sheriff Callie's Wild West""]",,,,,0,1,0,0,0,0
2395,Gavin Magary,"[""Pete's Dragon (2016 film)""]",,,,,,1,0,0,0,0,0
2396,Emotion,['Who Framed Roger Rabbit'],,"['Reason and Emotion', 'The ABC of Hand Tools', 'Understanding Alcohol Use and Abuse']",,,,1,0,3,0,0,0
2397,Emperor Awesome,,['Wander Over Yonder'],,,,,0,1,0,0,0,0
2398,Jasmine Epstein,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
2399,Eradicus,,['Yin Yang Yo!'],,,,,0,1,0,0,0,0
2400,Esmeralda,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",['House of Mouse'],,,,['Fantasmic!'],2,1,0,1,0,0
2401,Ethan,['Sky High'],,,,,,1,0,0,0,0,0
2402,Evronians,,,,,,,0,0,0,0,0,0
2403,Fa Li,"['Mulan', 'Mulan II', 'Mulan (2020 film)']",['House of Mouse'],,,,,3,1,0,0,0,0
2404,Fairy Gary,"['Tinker Bell and the Lost Treasure', 'The Pirate Fairy']",,,,,,2,0,0,0,0,0
2405,Amanda Falkenberg,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
2406,Dr. Albert Falls,['Jungle Cruise (film)'],,,,,"['Jungle Cruise', 'Skipper Canteen', 'The Tropical Hideaway', 'Adventure Trading Company', ""Trader Sam's""]",1,0,0,5,0,0
2407,Angus Fangus,,,,,,,0,0,0,0,0,0
2408,Farhog,,['Pair of Kings'],,,,,0,1,0,0,0,0
2409,Father Pegasus,"['Fantasia', 'Fantasia 2000']",,,,,,2,0,0,0,0,0
2410,Captain Bill Fawcett,['The Pacifier'],,,,,,1,0,0,0,0,0
2411,Feldspar,,['Tangled: The Series'],,,,,0,1,0,0,0,0
2412,Felony Carl,,['Big Hero 6: The Series'],,,,,0,1,0,0,0,0
2413,Fibber,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
2414,Finberley,,['Fish Hooks'],,,,,0,1,0,0,0,0
2415,Eliza Fletcher,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2416,Winifred Fletcher,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2417,Flinch,,['Sofia the First'],,,,,0,1,0,0,0,0
2418,Florence,['The Parent Trap II'],,,,,,1,0,0,0,0,0
2419,Rancis Fluggerbutter,"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",,,,,,2,0,0,0,0,0
2420,The Flying Mouse,,,"['The Flying Mouse', ""Mickey's Polo Team""]",,,,0,0,2,0,0,0
2421,Forty Thieves,"['Aladdin (1992 film)', 'Aladdin and the King of Thieves']",,,,,,2,0,0,0,0,0
2422,FPS Robot,['Wreck-It Ralph'],,,,,,1,0,0,0,0,0
2423,Fred Bedderhead,['The Country Bears'],,,,,,1,0,0,0,0,0
2424,Freedo,,['Sofia the First'],,,,,0,1,0,0,0,0
2425,Truman French,,['Life with Derek (page does not exist)'],,,,,0,1,0,0,0,0
2426,Friedborg,,['Tangled: The Series'],,,,,0,1,0,0,0,0
2427,Fu Dog,,"['American Dragon: Jake Long', 'Lilo & Stitch: The Series']",,,,,0,2,0,0,0,0
2428,Fulton Gearloose,,,,,,,0,0,0,0,0,0
2429,Nancy Furman,['Pollyanna'],,,,,,1,0,0,0,0,0
2430,Queen Gabnidine,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
2431,Gabriella Espinosa,,['Big City Greens'],,,,,0,1,0,0,0,0
2432,Annie Gale,['Oz the Great and Powerful'],,,,,,1,0,0,0,0,0
2433,Gadfly Garnett,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
2434,Garrett Spenger,,"[""I Didn't Do It""]",,,,,0,1,0,0,0,0
2435,Elsa,"['Frozen', 'Frozen II', 'Ralph Breaks the Internet']","[""It's a Small World: The Animated Series"", 'Once Upon a Time', 'Frozen: Northern Lights']","['Frozen Fever', 'The Art of Keeping Cool', ""Olaf's Frozen Adventure"", 'Once Upon a Snowman']",,,"['World of Color', 'Disney Dreams!', 'Celebrate the Magic', 'Festival of Fantasy Parade', 'Princess Fairytale Hall', ""Mickey's Soundsational Parade"", 'A Frozen Holiday Wish', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Paint the Night Parade', 'Fantasmic!', 'Frozen Ever After', 'Mickey and the Wondrous Book', ""Mickey's Royal Friendship Faire"", 'Frozen: Live at the Hyperion', ""Mickey's Storybook Express"", 'Golden Fairytale Fanfare', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', 'Mickey and the Magician', 'Once Upon a Time (Tokyo Disneyland)', 'Happily Ever After (fireworks show)', ""It's a Small World""]",3,3,4,22,0,0
2436,Erica,,['Mickey Mouse (TV series)'],,,,,0,1,0,0,0,0
2437,Erik and Francis,['Frozen'],,,,,['Frozen: Live at the Hyperion'],1,0,0,1,0,0
2438,Ryan Evans,"['High School Musical', 'High School Musical 2', 'High School Musical 3: Senior Year', ""Sharpay's Fabulous Adventure""]",,,,,,4,0,0,0,0,0
2439,Ewan,['102 Dalmatians'],,,,,,1,0,0,0,0,0
2440,Fang,,['Gargoyles'],,,,,0,1,0,0,0,0
2441,Rangi Fangus,,,,,,,0,0,0,0,0,0
2442,The Fear Demons,,['Ducktales'],,,,,0,1,0,0,0,0
2443,Tia Deanna Fedichelli,,['Phil of the Future'],,,,,0,1,0,0,0,0
2444,Female Tyrannosaurus,,['The Legend of Tarzan'],,,,,0,1,0,0,0,0
2445,Woody Fink,"['The Suite Life Movie', 'Wizards on Deck with Hannah Montana']",['The Suite Life on Deck'],,,,,2,1,0,0,0,0
2446,Sir Finnegan,,['Sofia the First'],,,,,0,1,0,0,0,0
2447,Fish Out of Water,['Chicken Little'],,,,,,1,0,0,0,0,0
2448,Fizz,,['Get Ed'],,,,,0,1,0,0,0,0
2449,Flotsam and Jetsam,"['The Little Mermaid', 'Once Upon a Halloween']",['The Little Mermaid (TV series)'],,,,"[""The Little Mermaid: Ariel's Undersea Adventure"", 'Fantasmic!', ""Walt Disney's Parade of Dreams"", 'Sorcerers of the Magic Kingdom', 'Voyage of the Little Mermaid', 'Celebrate the Magic', 'World of Color', ""Let's Get Wicked""]",2,1,0,8,0,0
2450,Foo-Foo,['Fantasia 2000'],,,,,,1,0,0,0,0,0
2451,Foxy (Motorcity),,['Motorcity'],,,,,0,1,0,0,0,0
2452,Francis,['Oliver & Company'],['House of Mouse'],,,,,1,1,0,0,0,0
2453,Major Monogram,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
2454,Francis Robinson,['Swiss Family Robinson'],,,,,,1,0,0,0,0,0
2455,Frank,"['The Rescuers Down Under', 'Fantasia 2000']",,,,,,2,0,0,0,0,0
2456,Frank Stillwell,['The Apple Dumpling Gang'],,,,,,1,0,0,0,0,0
2457,Susan Frankenstein,['Frankenweenie'],,,,,,1,0,0,0,0,0
2458,Franz Nukid,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
2459,Captain Frost,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2460,Galatea,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
2461,Dorothy Gale,['Return to Oz'],"['Timon & Pumbaa', 'Once Upon a Time']",,,,,1,2,0,0,0,0
2462,Handy Manny,,"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso', 'Imagination Movers']",,,,,0,4,0,0,0,0
2463,Gargon,,['The Mighty Ducks'],,,,,0,1,0,0,0,0
2464,Bill Gaye,['In Search of the Castaways'],,,,,,1,0,0,0,0,0
2465,Gyro Gearloose,,"['DuckTales', 'Mickey Mouse (TV series)', 'DuckTales (2017 series)']",['Sport Goofy in Soccermania'],,,,0,3,1,0,0,0
2466,Emperor Sharga,,['The Little Mermaid (TV series)'],,,,,0,1,0,0,0,0
2467,Eric,,['Kim Possible'],,,,,0,1,0,0,0,0
2468,Erik,,['Dog with a Blog'],,,,,0,1,0,0,0,0
2469,Evanora,"[""The Muppets' Wizard of Oz"", 'Oz the Great and Powerful']",['Once Upon a Time'],,,,,2,1,0,0,0,0
2470,Ezra,['The Haunted Mansion (2003 film)'],,,,,,1,0,0,0,0,0
2471,Bobbi Fabulous,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
2472,Freddie Facilier,,['Descendants: Wicked World'],,,,,0,1,0,0,0,0
2473,Fairy Godmother,,['Goldie & Bear'],,,,,0,1,0,0,0,0
2474,Fan,['A Christmas Carol'],,,,,,1,0,0,0,0,0
2475,Farabu,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
2476,The Fenner Brothers,['The Princess and the Frog'],,,,,,1,0,0,0,0,0
2477,Felicity Fieldmouse,,,,,,,0,0,0,0,0,0
2478,Morty and Ferdie Fieldmouse,,"['Mickey Mouse Works', 'Mickey Mouse (TV series)']","[""Mickey's Steamroller"", 'Boat Builders', ""Mickey's Christmas Carol""]",,,,0,2,3,0,0,0
2479,T.J. Finger,,['Bonkers'],,,,,0,1,0,0,0,0
2480,First Ancestor Fa,"['Mulan', 'Mulan II']",,,,,,2,0,0,0,0,0
2481,The First King,['Snow White and the Seven Dwarfs'],['Once Upon a Time'],,,,,1,1,0,0,0,0
2482,Flit,,,,,,,0,0,0,0,0,0
2483,Flounder's Guppies,['The Little Mermaid II: Return to the Sea'],,,,,,1,0,0,0,0,0
2484,Flubber,"['The Absent-Minded Professor', 'Son of Flubber', 'Flubber']",,,,,['Journey Into Imagination With Figment'],3,0,0,1,0,0
2485,Forest Animals,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit']","['Walt Disney anthology series', 'House of Mouse', 'Mickey Mouse (TV series)', 'The Wonderful World of Mickey Mouse']",,,,"[""Snow White's Scary Adventures"", 'Mickey Mouse Revue', 'Seven Dwarfs Mine Train']",2,4,0,3,0,0
2486,Foxglove,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
2487,Mira,,['TaleSpin'],,,,,0,1,0,0,0,0
2488,Franky,,,,,,,0,0,0,0,0,0
2489,King Freddie II,"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade']",['Recess'],,,,,2,1,0,0,0,0
2490,David Freeman,['Flight of the Navigator'],,,,,,1,0,0,0,0,0
2491,Frenchie,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
2492,Fury Gorgon,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
2493,Future-Worm,,['Future-Worm!'],,,,,0,1,0,0,0,0
2494,Gamma Mu Mu fraternity,['An Extremely Goofy Movie'],,,,,,1,0,0,0,0,0
2495,Garheng,['Pirates of the Caribbean: On Stranger Tides'],,,,,,1,0,0,0,0,0
2496,Fran Garrison,['The Ugly Dachshund'],,,,,,1,0,0,0,0,0
2497,Garth,['Mighty Joe Young'],,,,,,1,0,0,0,0,0
2498,Gavin,,['Sofia the First'],,,,,0,1,0,0,0,0
2499,Jean Geary,,['Fillmore!'],,,,,0,1,0,0,0,0
2500,Sheriff Gene Dentler,"[""Pete's Dragon (2016 film)""]",,,,,,1,0,0,0,0,0
2501,Gene,['DuckTales the Movie: Treasure of the Lost Lamp'],['DuckTales (2017 series)'],,,,,1,1,0,0,0,0
2502,George Venturi,,['Life with Derek (page does not exist)'],,,,,0,1,0,0,0,0
2503,General Li,['Mulan'],,,,,,1,0,0,0,0,0
2504,The Get-the-Point Sisters,,,,,,['Food Rocks'],0,0,0,1,0,0
2505,Ghost-Eyes,,['Gravity Falls'],,,,,0,1,0,0,0,0
2506,Gibson,,['A.N.T. Farm'],,,,,0,1,0,0,0,0
2507,Gil,"['Descendants 2', 'Descendants 3']",,['Under the Sea: A Descendants Story'],,,,2,0,1,0,0,0
2508,Sir Gillium,,['Sofia the First'],,,,,0,1,0,0,0,0
2509,Glimmer,"['Pixie Hollow Games', 'The Pirate Fairy']",,,,,,2,0,0,0,0,0
2510,Gloria,,,,,,,0,0,0,0,0,0
2511,Goat Man,,['House of Mouse'],['Mickey and the Goat Man'],,,,0,1,1,0,0,0
2512,Golden Harp,"['Fun and Fancy Free', 'Who Framed Roger Rabbit']","['Walt Disney anthology series', 'Once Upon a Time']",,,,['SpectroMagic'],2,2,0,1,0,0
2513,Captain Goof-Beard,,['Mickey Mouse Clubhouse'],,,,,0,1,0,0,0,0
2514,Goofy's Boss,['An Extremely Goofy Movie'],,,,,,1,0,0,0,0,0
2515,Great Puffle Circus Ringmaster,,,,,,,0,0,0,0,0,0
2516,King George II,['Pirates of the Caribbean: On Stranger Tides'],,,,,,1,0,0,0,0,0
2517,The Green Ghost,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
2518,Georgette,['Oliver & Company'],"['Darkwing Duck', 'Goof Troop', 'Raw Toonage', 'House of Mouse']",,,,,1,4,0,0,0,0
2519,Greg and Janice Valentino,,['Gravity Falls'],,,,,0,1,0,0,0,0
2520,John Groberg,['The Other Side of Heaven'],,,,,,1,0,0,0,0,0
2521,Ursula Gernsback,['Tomorrowland (film)'],,,,,,1,0,0,0,0,0
2522,Gerry,,['Crash & Bernstein'],,,,,0,1,0,0,0,0
2523,Gadget Hackwrench,,"[""Chip 'n Dale Rescue Rangers"", 'DuckTales (2017 series)']",,,,"[""Mickey's Starland Show"", ""Gadget's Go Coaster""]",0,2,0,2,0,0
2524,Hansel,,['101 Dalmatian Street'],,,,,0,1,0,0,0,0
2525,Dr. Gevaarlijk,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2526,Ghost of Northwest Manor,,['Gravity Falls'],,,,,0,1,0,0,0,0
2527,Happy,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Teacher's Pet (film)"", 'The Lion King 1½', ""Mickey's House of Villains""]","['Walt Disney anthology series', 'House of Mouse', 'Once Upon a Time', 'The 7D', 'Mickey Mouse (TV series)']","['The Standard Parade', 'Seven Wise Dwarves', 'All Together', 'The Winged Scourge']",,,"[""Snow White's Scary Adventures"", 'Fantasmic!', 'Main Street Electrical Parade', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Light Magic', 'Festival of Fantasy Parade', 'Seven Dwarfs Mine Train', 'Parade of the Stars']",6,5,4,9,0,0
2528,Harry,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2529,Gillecomgain,,['Gargoyles'],,,,,0,1,0,0,0,0
2530,Mrs. Gleeful,,['Gravity Falls'],,,,,0,1,0,0,0,0
2531,Hay Wagon Band,,,['Get a Horse!'],,,,0,0,1,0,0,0
2532,King Hector,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2533,Gnocci,,['A.N.T. Farm'],,,,,0,1,0,0,0,0
2534,Goliath I,,,['Goliath II'],,,,0,0,1,0,0,0
2535,Gomer,,,,,,"['Country Bear Jamboree', 'Country Bear Vacation Hoedown', 'Country Bear Christmas Special']",0,0,0,3,0,0
2536,Grandfather Coffin Clock,,,,,,"['Museum of the Weird', 'Main Street, U.S.A.']",0,0,0,2,0,0
2537,Garrett Grayson,,"[""Raven's Home""]",,,,,0,1,0,0,0,0
2538,Gremloblin,,['Gravity Falls'],,,,,0,1,0,0,0,0
2539,Griff Jones,,"[""Bunk'd""]",,,,,0,1,0,0,0,0
2540,Grim and Denning,['Air Buddies'],,,,,,1,0,0,0,0,0
2541,The Groogar,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2542,Grubs,['Buzz Lightyear of Star Command: The Adventure Begins'],['Buzz Lightyear of Star Command'],,,,,1,1,0,0,0,0
2543,Grumpy,"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', 'Flubber', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", ""Teacher's Pet (film)"", 'The Lion King 1½', 'Ralph Breaks the Internet']","['Walt Disney anthology series', 'House of Mouse', 'Once Upon a Time', 'Once Upon a Time in Wonderland', 'The 7D', 'Mickey Mouse (TV series)']","['The Standard Parade', 'Seven Wise Dwarfs', 'All Together', 'The Winged Scourge']",,,"[""Snow White's Scary Adventures"", 'Fantasmic!', ""Walt Disney's Parade of Dreams"", 'Mickey Mouse Revue', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Main Street Electrical Parade', 'SpectroMagic', 'Light Magic', 'Festival of Fantasy Parade', 'Seven Dwarfs Mine Train', 'Parade of the Stars']",8,6,4,12,0,0
2544,Guardian Angel,,,,,,,0,0,0,0,0,0
2545,Gunter,['The Army Mascot'],,,,,,1,0,0,0,0,0
2546,Halley Brandon,['Frenemies (2012 film)'],,,,,,1,0,0,0,0,0
2547,Helen Hanshaw,,['Sofia the First'],,,,,0,1,0,0,0,0
2548,Dr. Happy,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
2549,Mrs. Hare,"['Bambi (film)', 'Bambi II']",,,,,,2,0,0,0,0,0
2550,Tutor Hatchback,,['Wizards of Waverly Place'],,,,,0,1,0,0,0,0
2551,Emmett Heglin,,['Good Luck Charlie'],,,,,0,1,0,0,0,0
2552,Leonard Helperman ,"[""Teacher's Pet: The Movie""]","[""Teacher's Pet""]",,,,,1,1,0,0,0,0
2553,King George,,['Once Upon a Time'],,,,,0,1,0,0,0,0
2554,Gil,,['Quack Pack'],,,,,0,1,0,0,0,0
2555,Claude Gilbert,['Herbie Goes to Monte Carlo'],,,,,,1,0,0,0,0,0
2556,Sir Giles,"['The Reluctant Dragon', 'Who Framed Roger Rabbit']",['House of Mouse'],,,,,2,1,0,0,0,0
2557,Girl Squirrel,['The Sword in the Stone'],,,,,,1,0,0,0,0,0
2558,Giselle,"['Enchanted', 'Disenchanted']",,,,,,2,0,0,0,0,0
2559,Glowfish,,['The Little Mermaid'],,,,,0,1,0,0,0,0
2560,Gobblewonker,,['Gravity Falls'],,,,,0,1,0,0,0,0
2561,The Godi,['The Island at the Top of the World'],,,,,,1,0,0,0,0,0
2562,Goofy's Mother,,"['Goof Troop', 'House of Mouse']","['How to Be Groovy, Cool and Fly']",,,,0,2,1,0,0,0
2563,Gopher,"['The Many Adventures of Winnie the Pooh', 'Winnie the Pooh: Seasons of Giving', 'Winnie the Pooh: A Very Merry Pooh Year', ""Pooh's Heffalump Halloween Movie""]","['The New Adventures of Winnie the Pooh', 'House of Mouse', 'Goof Troop', 'My Friends Tigger and Pooh']","['Winnie the Pooh and the Honey Tree', 'Winnie the Pooh and the Blustery Day']",,,"['The Many Adventures of Winnie the Pooh (attraction)', ""Pooh's Hunny Hunt""]",4,4,2,2,0,0
2564,David Gordon,['The Lizzie McGuire Movie'],['Lizzie McGuire'],,,,,1,1,0,0,0,0
2565,Caleb Grainger,['One Magic Christmas'],,,,,,1,0,0,0,0,0
2566,Gramma May,,['Goldie & Bear'],,,,,0,1,0,0,0,0
2567,Grandmother Fa,"['Mulan', 'Mulan II']",['House of Mouse'],,,,,2,1,0,0,0,0
2568,Grandmother of the Orphans,,['Mickey Mouse (TV series)'],,,,,0,1,0,0,0,0
2569,The Great Prince of the Forest,"['Bambi (film)', 'Bambi II', 'Who Framed Roger Rabbit']",,,,,,3,0,0,0,0,0
2570,Bill Green,,['Big City Greens'],,,,,0,1,0,0,0,0
2571,Gregoria,,['Vampirina'],,,,,0,1,0,0,0,0
2572,Grey Brother,"[""Rudyard Kipling's The Jungle Book"", 'The Jungle Book (2016 film)']",,,,,,2,0,0,0,0,0
2573,Gruff,['Tinker Bell and the Legend of the NeverBeast'],,,,,,1,0,0,0,0,0
2574,Cubbi Gummi,,"['Adventures of the Gummi Bears', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
2575,Gus Porter,,['The Owl House'],,,,,0,1,0,0,0,0
2576,Gustav the Giant,['Brave Little Tailor'],['Adventures of the Gummi Bears'],,,,,1,1,0,0,0,0
2577,Gwen,,['The Suite Life of Zack & Cody'],,,,,0,1,0,0,0,0
2578,Gwen,,"['Sofia the First', 'Elena of Avalor']",,,,,0,2,0,0,0,0
2579,Gwen Piper,"['Halloweentown (film)', ""Halloweentown II: Kalabar's Revenge"", 'Halloweentown High', 'Return to Halloweentown']",,,,,,4,0,0,0,0,0
2580,Gwyn,['Princess of Thieves'],,,,,,1,0,0,0,0,0
2581,Neil Hackett,,['Phil of the Future'],,,,,0,1,0,0,0,0
2582,Hakon,,['Gargoyles'],,,,,0,1,0,0,0,0
2583,Tadashi Hamada,['Big Hero 6'],"['Big Hero 6: The Series', 'At Home With Olaf']",,,,,1,2,0,0,0,0
2584,Pamela Hamster,,['Fish Hooks'],,,,,0,1,0,0,0,0
2585,Hamu,,['The Lion Guard'],,,,,0,1,0,0,0,0
2586,Hans,"['The Mighty Ducks', 'D3: The Mighty Ducks']",,,,,,2,0,0,0,0,0
2587,Ruby Hanshaw,['Sofia the First: Once Upon a Princess'],['Sofia the First'],,,,,1,1,0,0,0,0
2588,The Headhunter Tribe,['Jungle Cruise (film)'],,,,,"['Jungle Cruise', ""A Pirate's Adventure: Treasures of the Seven Seas""]",1,0,0,2,0,0
2589,Heart,,,['Inner Workings'],,,,0,0,1,0,0,0
2590,Heather Collins,,['Dog With a Blog'],,,,,0,1,0,0,0,0
2591,Hector,,['Tangled: The Series'],,,,,0,1,0,0,0,0
2592,The Hellhound,,,,,,"['The Haunted Mansion', 'Mark Twain Riverboat']",0,0,0,2,0,0
2593,Herbert,['101 Dalmatians (1996 film)'],,,,,,1,0,0,0,0,0
2594,Herbie Conklin,['One Magic Christmas'],,,,,,1,0,0,0,0,0
2595,Gem,['Tron: Legacy'],,,,,,1,0,0,0,0,0
2596,Gelman,"[""Recess: School's Out""]",['Recess'],,,,,1,1,0,0,0,0
2597,Gemma,,['Star Darlings'],,,,,0,1,0,0,0,0
2598,Genie,"['Aladdin (film)', 'The Return of Jafar', 'Aladdin and the King of Thieves', 'Fantasia 2000', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Ralph Breaks the Internet', 'Aladdin (2019 film)']","['Aladdin (TV series)', 'Quack Pack', 'Great Minds Think 4 Themselves', 'Hercules (TV series)', '101 Dalmatians: The Series', 'House of Mouse']",['Trail Mix-Up'],,,"['Fantasmic!', 'Wishes: A Magical Gathering of Disney Dreams', 'SpectroMagic', 'The Magic Lamp Theater', ""Mickey's Soundsational Parade"", 'Aladdin: A Musical Spectacular', 'World of Color', ""It's a Small World"", 'Sorcerers of the Magic Kingdom', 'Celebrate a Dreams Come True Parade', 'Main Street Electrical Parade', 'Light Magic', 'A Christmas Fantasy Parade', 'Paint the Night Parade', 'Mickey and the Wondrous Book', 'Voyage to the Crystal Grotto', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', 'Mickey and the Magician', ""Cinderella's Surprise Celebration"", 'Happily Ever After (fireworks show)', 'Wonderful World of Animation']",9,6,1,21,0,0
2599,Guy Germaine,"['The Mighty Ducks', 'D2: The Mighty Ducks', 'D3: The Mighty Ducks']",['The Mighty Ducks: Game Changers'],,,,,3,1,0,0,0,0
2600,Germs,,['Quack Pack'],,,,,0,1,0,0,0,0
2601,Gerry Garner,['Heavyweights'],,,,,,1,0,0,0,0,0
2602,Lord Gilbert,,['Sofia the First'],,,,,0,1,0,0,0,0
2603,Giles Winslow Jr.,['Christopher Robin (film)'],,,,,,1,0,0,0,0,0
2604,Ginger,,['Goldie & Bear'],,,,,0,1,0,0,0,0
2605,Glacia the Ice Witch,,['Sofia the First'],,,,,0,1,0,0,0,0
2606,Grim Gloom,,['The 7D'],,,,,0,1,0,0,0,0
2607,Goldie Locks,,['Goldie & Bear'],,,,,0,1,0,0,0,0
2608,Goliath II,['Goliath II'],,,,,,1,0,0,0,0,0
2609,The Great Spirits,"['Brother Bear', 'Brother Bear 2']",,,,,,2,0,0,0,0,0
2610,Coach Green,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
2611,The Green-Eyed Monster of Jealousy,,['Quack Pack'],,,,,0,1,0,0,0,0
2612,Griffin,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
2613,The Gross Sisters,['The Proud Family Movie'],['The Proud Family'],,,,,1,1,0,0,0,0
2614,Mrs. Grumplestock,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
2615,King Hammer,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
