,name,films,tv_shows,short_films,allies,enemies,park_attractions,films_count,tv_shows_count,short_films_count,park_attractions_count,enemies_count,allies_count
2136,Fernanda Pizazzo,,['Tangled: The Series'],,,,,0,1,0,0,0,0
2137,Filbrick Pines,,['Gravity Falls'],,,,,0,1,0,0,0,0
2138,Firebird,['Fantasia 2000'],,,,,['World of Color'],1,0,0,1,0,0
2139,"The Fireside Girls, Troop 46231","['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']","['Phineas and Ferb', ""Milo Murphy's Law""]",,,,,2,2,0,0,0,0
2140,Floogel,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
2141,Flying Squirrel,,,['The Flying Squirrel'],,,,0,0,1,0,0,0
2142,Linda Flynn-Fletcher,"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']","['Phineas and Ferb', ""Milo Murphy's Law""]",,,,,2,2,0,0,0,0
2143,Phileas Fogg,['Around the World in 80 Days'],,,,,,1,0,0,0,0,0
2144,Forehead,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
2145,Victor Frankenstein,['Frankenweenie'],['Once Upon a Time'],['Frankenweenie (short)'],,,,1,1,1,0,0,0
2146,Lucas Friar,,"['Girl Meets World', 'Best Friends Whenever']",,,,,0,2,0,0,0,0
2147,Fritz,,"[""It's a Small World: The Animated Series""]",,,,"[""Walt Disney's Enchanted Tiki Room"", 'The Enchanted Tiki Room: Under New Management']",0,1,0,2,0,0
2148,Doug Funnie,"[""Doug's 1st Movie""]","[""Disney's Doug""]",,,,"[""Disney's Hollywood Studios"", 'Walt Disney World']",1,1,0,2,0,0
2149,Dr. Fusion,['Teen Beach Movie'],,,,,,1,0,0,0,0,0
2150,Emil Bleehall,,,,,,"['Adventurers Club', 'Jungle Cruise', ""Trader Sam's""]",0,0,0,3,0,0
2151,Emma,['The Haunted Mansion (2003 film)'],,,,,,1,0,0,0,0,0
2152,Emmett,,,,,,,0,0,0,0,0,0
2153,Evil Julian,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
2154,Experiments,"['Stitch! The Movie', 'Leroy & Stitch']","['Lilo & Stitch: The Series', 'Stitch!', 'Stitch & Ai']",,,,"[""Stitch's Great Escape!""]",2,3,0,1,0,0
2155,Fat Cat,,"[""Chip 'n Dale Rescue Rangers""]",,,,['The Disney Afternoon Live!: Plane Crazy'],0,1,0,1,0,0
2156,Fearsome Five,,"['Darkwing Duck', 'DuckTales (2017 series)']",,,,,0,2,0,0,0,0
2157,King Ferdinand VI,['Pirates of the Caribbean: On Stranger Tides'],,,,,,1,0,0,0,0,0
2158,Flash the Wonder Dog,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
2159,Nosedive Flashblade,['Mighty Ducks Movie: The First Face-Off'],['Mighty Ducks (TV series)'],,,,,1,1,0,0,0,0
2160,Wildwing Flashblade,['Mighty Ducks Movie: The First Face-Off'],['Mighty Ducks (TV series)'],,,,['DisneyQuest'],1,1,0,1,0,0
2161,Fleance,,['Gargoyles'],,,,,0,1,0,0,0,0
2162,"Fluffy, Muffy, & Tuffy",,,"['Three Orphan Kittens', 'More Kittens']",,,,0,0,2,0,0,0
2163,Phineas Flynn,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
2164,Sam Flynn,['Tron: Legacy'],,,,,,1,0,0,0,0,0
2165,Jenny Foxworth,['Oliver & Company'],,,,,,1,0,0,0,0,0
2166,Foxy Loxy,['Chicken Little (film)'],,,,,,1,0,0,0,0,0
2167,Mrs. Frederickson,['Big Hero 6'],['Big Hero 6: The Series'],,,,,1,1,0,0,0,0
2168,Frieda Pesky,,['The Buzz on Maggie'],,,,,0,1,0,0,0,0
2169,Fritz Stahlbaum,['The Nutcracker and the Four Realms'],,,,,,1,0,0,0,0,0
2170,Frobo,,['Amphibia'],,,,,0,1,0,0,0,0
2171,Frog Servants,['Alice in Wonderland (2010 film)'],,,,,,1,0,0,0,0,0
2172,Furies,['Hercules (film)'],"['Hercules (TV series)', 'Once Upon a Time']",,,,,1,2,0,0,0,0
2173,Agent G,,['The Replacements'],,,,,0,1,0,0,0,0
2174,G-Force,['G-Force'],,,,,,1,0,0,0,0,0
2175,Gabe,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2176,Galactic Armada,"['Lilo & Stitch', 'Stitch! The Movie', 'Leroy & Stitch']",['Lilo & Stitch: The Series'],,,,,3,1,0,0,0,0
2177,Dr. Victor Gannon,['Return from Witch Mountain'],,,,,,1,0,0,0,0,0
2178,Dr. Gao,,['Lab Rats'],,,,,0,1,0,0,0,0
2179,Gaston,"['Beauty and the Beast (1991 film)', ""Mickey's House of Villains"", 'Once Upon a Halloween', 'Beauty and the Beast (2017 film)']","['Sing Me a Story with Belle', 'House of Mouse', 'Once Upon a Time', 'The Little Town']",,,,"['Villains Night Out!', ""Let's Get Wicked""]",4,4,0,2,0,0
2180,The Ethereal,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
2181,Evie,"['Descendants', 'Descendants 2', 'Descendants 3', 'Descendants: The Royal Wedding']",['Descendants: Wicked World'],,,,,4,1,0,0,0,0
2182,Farmer and Farmer's Wife,['Phineas and Ferb the Movie: Candace Against the Universe'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
2183,Fashionistas,,['Kim Possible'],,,,,0,1,0,0,0,0
2184,Ferdinand,"[""Pete's Dragon""]",,,,,,1,0,0,0,0,0
2185,Dr. Finkelstein,['The Nightmare Before Christmas'],,,,,,1,0,0,0,0,0
2186,Finwithit,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
2187,The First Queen,['Snow White and the Seven Dwarfs'],['Once Upon a Time'],,,,,1,1,0,0,0,0
2188,"Zeke, Zeb, Ted, Fred, Tennessee, Oscar",['The Country Bears'],,,,,"['Country Bear Jamboree', 'Country Bear Vacation Hoedown', 'Country Bear Christmas Special']",1,0,0,3,0,0
2189,Flicker,,"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso']",,,,,0,3,0,0,0,0
2190,Flip,,['Sofia the First'],,,,,0,1,0,0,0,0
2191,Flora Buckman,['Flora & Ulysses'],,,,,,1,0,0,0,0,0
2192,Flower,"['Bambi (film)', 'Bambi II', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Enchanted', 'Ralph Breaks the Internet']",['House of Mouse'],,,,['Main Street Electrical Parade'],7,1,0,1,0,0
2193,Flunkey,"['The Jungle Book', 'The Jungle Book 2']","['House of Mouse', 'Mickey Mouse (TV series)']",,,,"['Fantasmic!', 'Celebrate the Magic', 'Disney Dreams!']",2,2,0,3,0,0
2194,Francois,"[""Lady and the Tramp II: Scamp's Adventure""]",,,,,,1,0,0,0,0,0
2195,Frank Nutti,,['Goof Troop'],,,,,0,1,0,0,0,0
2196,"Benjamin ""Ben"" Frankenstein",['Frankenweenie'],,['Frankenweenie (short)'],,,,1,0,1,0,0,0
2197,Freddy,,['T.O.T.S.'],,,,,0,1,0,0,0,0
2198,King Frederic,"['Tangled', 'Tangled: Before Ever After']","['Once Upon a Time', 'Tangled: The Series']",['Tangled Ever After'],,,['Celebrate the Magic'],2,2,1,1,0,0
2199,Fronk Fegnugen,,['Timon & Pumbaa'],,,,,0,1,0,0,0,0
2200,The GameMaster,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
2201,Benjamin Gates,"['National Treasure', 'National Treasure: Book of Secrets']",,,,,,2,0,0,0,0,0
2202,Eudora,"['The Princess and the Frog', 'Ralph Breaks the Internet']",['Once Upon a Time'],,,,,2,1,0,0,0,0
2203,Fagin,['Oliver & Company'],['House of Mouse'],,,,,1,1,0,0,0,0
2204,Fairies,"['Maleficent (film)', 'Maleficent: Mistress of Evil']",,,,,,2,0,0,0,0,0
2205,Falcon Graves,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
2206,Grace Farrell,['Annie (1999 film)'],,,,,,1,0,0,0,0,0
2207,Father,['The Reluctant Dragon (short)'],,,,,,1,0,0,0,0,0
2208,Fear and Terror,,['Hercules (TV series)'],,,,,0,1,0,0,0,0
2209,Sao Feng,"[""Pirates of the Caribbean: At World's End""]",,,,,,1,0,0,0,0,0
2210,Nikki Ferris,['The Parent Trap II'],,,,,,1,0,0,0,0,0
2211,Fidget,"['The Great Mouse Detective', ""Mickey's House of Villains"", 'Once Upon a Halloween']",['House of Mouse'],,,,,3,1,0,0,0,0
2212,Harper Finkle,"['Wizards of Waverly Place: The Movie', 'The Wizards Return: Alex vs. Alex']","['Wizards of Waverly Place', 'The Suite Life on Deck']",,,,,2,2,0,0,0,0
2213,Finn,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2214,Finnick,['Zootopia'],,,,,,1,0,0,0,0,0
2215,Firebird,"[""Rocket's Firebird Rescue""]",['Little Einsteins'],,,,,1,1,0,0,0,0
2216,Flamingo Girls' Flamboyance,,['The Lion Guard'],,,,,0,1,0,0,0,0
2217,Fluffy,,,,,,,0,0,0,0,0,0
2218,Fontenoy,['Herbie Goes to Monte Carlo'],,,,,,1,0,0,0,0,0
2219,Mrs. Paul Ford,['Pollyanna'],,,,,,1,0,0,0,0,0
2220,Fortune Red,,,,,,,0,0,0,0,0,0
2221,Frank Wolff,['Jungle Cruise (film)'],,,,,,1,0,0,0,0,0
2222,Frederick the Monkey,,,,,,,0,0,0,0,0,0
2223,Fun Bun and Puddles,['Ralph Breaks the Internet'],,,,,['Ralph Breaks VR'],1,0,0,1,0,0
2224,Phil Funnie,"[""Doug's 1st Movie""]","[""Disney's Doug""]",,,,,1,1,0,0,0,0
2225,Gabby McStabberson,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
2226,Mark Garrison,['The Ugly Dachshund'],,,,,,1,0,0,0,0,0
2227,Ellsworth,,,,,,,0,0,0,0,0,0
2228,Emily Watson,['Life Is Ruff'],,,,,,1,0,0,0,0,0
2229,Wan Lo,,['TaleSpin'],,,,,0,1,0,0,0,0
2230,Emma Lau,,['Aaron Stone'],,,,,0,1,0,0,0,0
2231,Elliott,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
2232,Elsie,"[""Stanley's Dinosaur Round-Up""]",['Stanley (TV series)'],,,,,1,1,0,0,0,0
2233,Elmer,,,"['Giantland', 'Mickey Plays Papa']",,,,0,0,2,0,0,0
2234,Elvira,['The Aristocats'],,,,,,1,0,0,0,0,0
2235,Billy,,,,,,,0,0,0,0,0,0
2236,Emira and Edric Blight,,['The Owl House'],,,,,0,1,0,0,0,0
2237,Emma,,['Good Luck Charlie'],,,,,0,1,0,0,0,0
2238,Empress Lin-Lin,,['Sofia the First'],,,,,0,1,0,0,0,0
2239,Emutilda,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
2240,Beatrice Rose Endicott,,,,,,"['Tower of Terror (Tokyo DisneySea)', 'Turtle Talk with Crush']",0,0,0,2,0,0
2241,Prince Eric,"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Once Upon a Halloween', 'The Little Mermaid (live-action film)']","['The Little Mermaid (TV series)', 'House of Mouse', 'Once Upon a Time', 'The Wonderful World of Disney: The Little Mermaid Live!']",,,,"['Fantasmic!', 'Voyage of the Little Mermaid', ""The Little Mermaid: Ariel's Undersea Adventure"", 'Celebrate a Dreams Come True Parade', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Happily Ever After (fireworks show)']",5,4,0,7,0,0
2242,Eugenia Ferdinand-Ferdinand,,['Legend of the Three Caballeros'],,,,,0,1,0,0,0,0
2243,Eve,"['Life-Size', 'Life-Size 2']",,,,,,2,0,0,0,0,0
2244,Evil Aladdin,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
2245,Evil Ice Cream Man,"[""Max Keeble's Big Move""]",,,,,,1,0,0,0,0,0
2246,Morgan Fairfax,,,,,,,0,0,0,0,0,0
2247,Dr. Louis Faraday,['Flight of the Navigator'],,,,,,1,0,0,0,0,0
2248,Cookie,"['Atlantis: The Lost Empire', ""Atlantis: Milo's Return""]",,,,,,2,0,0,0,0,0
2249,Fenwick,"[""Recess: School's Out""]",,,,,,1,0,0,0,0,0
2250,Vicky Fickling,,['American Dragon: Jake Long'],,,,,0,1,0,0,0,0
2251,Erol,,"[""Chip 'n Dale Rescue Rangers""]",,,,,0,1,0,0,0,0
2252,Fiero,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2253,Lance Fishman,,['The Suite Life of Zack & Cody'],,,,,0,1,0,0,0,0
2254,Esmargot,,['Fish Hooks'],,,,,0,1,0,0,0,0
2255,Maddie Fitzpatrick,,"['The Suite Life of Zack & Cody', 'The Suite Life on Deck', 'Hannah Montana']",,,,,0,3,0,0,0,0
2256,Mary Ann Flagstarr,,,,,,,0,0,0,0,0,0
2257,Esmeralda,"['20,000 Leagues Under the Sea']",,,,,,1,0,0,0,0,0
2258,Lawrence Fletcher,['Phineas and Ferb the Movie: Across the 2nd Dimension'],"['Phineas and Ferb', ""Milo Murphy's Law""]",,,,,1,2,0,0,0,0
2259,Evelyn and Emmadrille,,['Adventures of the Gummi Bears'],,,,,0,1,0,0,0,0
2260,Flizard,,['The Wuzzles'],,,,,0,1,0,0,0,0
2261,Facilier's Shadow,['The Princess and the Frog'],,,,,"['Sorcerers of the Magic Kingdom', 'Villains Tonight', 'Disney Dreams!']",1,0,0,3,0,0
2262,Faffy,,['Dave the Barbarian'],,,,,0,1,0,0,0,0
2263,Fluke,,['Sofia the First'],,,,,0,1,0,0,0,0
2264,Flurgle,,['Penn Zero: Part-Time Hero'],,,,,0,1,0,0,0,0
2265,Falcone,,,,,,,0,0,0,0,0,0
2266,Flying John,['Fantasia 2000'],,,,,,1,0,0,0,0,0
2267,Farmer Stinky,,"[""Sheriff Callie's Wild West""]",,,,,0,1,0,0,0,0
2268,Captain Flynn,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2269,Professor Farzboom,,,,,,,0,0,0,0,0,0
2270,Grandma Betty Jo,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2271,Father Robinson,['Swiss Family Robinson'],,,,,,1,0,0,0,0,0
2272,Phineas Flynn,"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']","['Phineas and Ferb', 'Take Two with Phineas and Ferb', ""Milo Murphy's Law""]",,,,"[""Agent P's World Showcase Adventure"", ""Phineas and Ferb's Rockin' Rollin' Dance Party"", 'Celebrate the Magic', 'Move It! Shake It! Dance and Play It! Street Party']",2,3,0,4,0,0
2273,The Father,['The Small One'],,,,,,1,0,0,0,0,0
2274,Doctor Frankenollie,,,['Runaway Brain'],,,,0,0,1,0,0,0
2275,Johnny Fedora,"['Make Mine Music', 'Who Framed Roger Rabbit']",['Mickey Mouse (TV series)'],,,,,2,1,0,0,0,0
2276,Frankie,['Meet the Robinsons'],,,,,,1,0,0,0,0,0
2277,Figaro,"['Pinocchio (film)', ""Mickey's Once Upon a Christmas"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['Mickey Mouse Works', 'House of Mouse', 'Mickey Mouse Clubhouse', 'Have a Laugh!', 'Mickey Mousekersize', ""Minnie's Bow-Toons"", 'Mickey and the Roadster Racers']","['All Together', 'Figaro and Cleo', 'First Aiders', 'Bath Day', 'Figaro and Frankie', 'Cat Nap Pluto', ""Pluto's Sweater""]",,,"[""Pinocchio's Daring Journey"", 'Celebrate a Dreams Come True Parade']",4,7,7,2,0,0
2278,Franz,['Planes'],,,,,,1,0,0,0,0,0
2279,Finder,['Leroy & Stitch'],['Lilo & Stitch: The Series'],,,,,1,1,0,0,0,0
2280,Freeze Girl,['Sky High'],,,,,,1,0,0,0,0,0
2281,Friar Tuck,['The Story of Robin Hood and His Merrie Men'],,,,,,1,0,0,0,0,0
2282,The First Ninja,,['Randy Cunningham: 9th Grade Ninja'],,,,,0,1,0,0,0,0
2283,Fisher,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
2284,Fudgy,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",,,,,1,2,0,0,0,0
2285,Fukushima,,['Kim Possible'],,,,,0,1,0,0,0,0
2286,Flannery,"['Pigs Is Pigs', 'No Hunting']",,,,,,2,0,0,0,0,0
2287,Fleshlumpeater,['The BFG'],,,,,,1,0,0,0,0,0
2288,Future Jessie,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
2289,G2,['Inspector Gadget 2'],,,,,,1,0,0,0,0,0
2290,Ferb Fletcher,['Phineas and Ferb the Movie: Across the 2nd Dimension'],,,,,,1,0,0,0,0,0
2291,Flow the Dolphin,['Jake and the Never Land Pirates: Never Land Rescue'],['Jake and the Never Land Pirates'],,,,,1,1,0,0,0,0
2292,Gabriel,,"[""That's So Raven""]",,,,,0,1,0,0,0,0
2293,Fox,"['Mary Poppins', 'Bedknobs and Broomsticks']",['House of Mouse'],,,,,2,1,0,0,0,0
2294,Gladstone Gander,,"['DuckTales', 'House of Mouse', 'DuckTales (2017 series)']","[""The Spirit of '43"", 'Sport Goofy in Soccermania']",,,,0,3,2,0,0,0
2295,Frankie,,,['Figaro and Frankie'],,,,0,0,1,0,0,0
2296,Gary,,"['w:c:clubpenguin:Club Penguin Shorts', 'w:c:clubpenguin:Club Penguin: Monster Beach Party', 'w:c:clubpenguin:Club Penguin: Halloween Panic!']",,,,,0,3,0,0,0,0
2297,Fred,"['Big Hero 6', 'Ralph Breaks the Internet']",['Big Hero 6: The Series'],,,,,2,1,0,0,0,0
2298,Frollo's soldiers,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",,,,,,2,0,0,0,0,0
2299,Galt,,['Tron: Uprising'],,,,,0,1,0,0,0,0
2300,Ganymede,,['Star Darlings'],,,,,0,1,0,0,0,0
2301,King Garrick,,['Sofia the First'],,,,,0,1,0,0,0,0
2302,Gary Fulcher,['Bridge to Terabithia'],,,,,,1,0,0,0,0,0
2303,Geena,,,,,,,0,0,0,0,0,0
2304,Lord Elrod,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2305,Enchanted Tiki Room Birds,,,,,,"[""Walt Disney's Enchanted Tiki Room"", 'The Enchanted Tiki Room: Stitch Presents Aloha e Komo Mai!', 'The Enchanted Tiki Room (Under New Management)', 'The Tropical Hideaway']",0,0,0,4,0,0
2306,Ethan,,['Lab Rats'],,,,,0,1,0,0,0,0
2307,Michael Evers,['The Haunted Mansion (2003 film)'],,,,,,1,0,0,0,0,0
2308,Fiendish Organization for World Larceny,,"['DuckTales', 'Darkwing Duck', 'DuckTales (2017 series)']",,,,,0,3,0,0,0,0
2309,Fa Mulan,"['Mulan', 'Mulan II', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Descendants', 'Ralph Breaks the Internet', 'Mulan (2020 film)']","['House of Mouse', 'A Poem Is...', 'Once Upon a Time', ""It's a Small World: The Animated Series"", 'Sofia the First']",,,,"['The Golden Mickeys', 'Fantasmic!', ""It's a Small World"", 'Disney Stars and Motorcars Parade', 'Princess Fairytale Hall', 'Mulan Parade', 'Mulan, La Légende', 'Celebrate the Magic', 'Mickey and the Magical Map', 'Voyage to the Crystal Grotto', ""Mickey's Storybook Express"", 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', ""Cinderella's Surprise Celebration"", 'Happily Ever After (fireworks show)']",6,5,0,14,0,0
2310,Fairy Godmother,"['Cinderella (1950 film)', 'Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Cinderella (2015 film)', 'Descendants', 'Descendants 2', 'Descendants 3', 'Descendants: The Royal Wedding']","['House of Mouse', 'Once Upon a Time']",,,,"[""Cinderella's Golden Carousel"", 'Fantasmic!', 'Magic, Music and Mayhem', ""Magical: Disney's New Nighttime Spectacular of Magical Celebrations"", 'Mickey Mouse Revue', ""Cinderella's Fairy Tale Hall"", 'Main Street Electrical Parade', 'Celebrate a Dreams Come True Parade', ""Mickey's Once Upon a Christmastime Parade"", ""Walt Disney's Parade of Dreams"", 'Parade of the Stars', ""Mickey's Magical Celebration"", 'Mickey and the Magician']",9,2,0,13,0,0
2311,Fairy Godmother,"[""Rodgers & Hammerstein's Cinderella""]",,,,,,1,0,0,0,0,0
2312,Camellia Falco,,,,,,"[""Soarin' (attraction)"", 'The Tropical Hideaway']",0,0,0,2,0,0
2313,Fasir,,['Aladdin (TV series)'],,,,,0,1,0,0,0,0
2314,Ginny Favers,['Song of the South'],,,,,,1,0,0,0,0,0
2315,Fawn,"['Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Tinker Bell and the Great Fairy Rescue', 'The Pixie Hollow Games', 'Secret of the Wings', 'The Pirate Fairy', 'Tinker Bell and the Legend of the NeverBeast']",,,,,"['Pixie Hollow (attraction)', 'World of Color']",7,0,0,2,0,0
2316,Fergus Fox,,['101 Dalmatian Street'],,,,,0,1,0,0,0,0
2317,Fifi,,"['Have a Laugh!', 'Mickey Mouse (TV series)', 'The Wonderful World of Mickey Mouse']","['Puppy Love', 'The Dognapper', ""Mickey's Polo Team"", ""Pluto's Quin-puplets"", 'Society Dog Show', ""Mickey's Surprise Party"", ""Pluto's Blue Note""]",,,,0,3,7,0,0,0
2318,Willa Fink,,['The Suite Life on Deck'],,,,,0,1,0,0,0,0
2319,Muriel Finster,"[""Recess: School's Out""]","['Recess', 'Lilo & Stitch: The Series']",,,,,1,2,0,0,0,0
2320,Inspector Fix,['Around the World in 80 Days'],,,,,,1,0,0,0,0,0
2321,Lucy Fletcher,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2322,Reginald Fletcher,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2323,Flo,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2324,Zita Flores,,['Kim Possible'],,,,,0,1,0,0,0,0
2325,Flounder,"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""The Little Mermaid: Ariel's Beginning"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Jungle Book 2', 'Ant-Man (film)', 'Moana (film)', 'The Little Mermaid (live-action film)']","[""Little Mermaid's Island"", 'The Little Mermaid (TV series)', 'Hercules (TV series)', 'House of Mouse', 'The Wonderful World of Mickey Mouse']",,,,"[""It's a Small World"", ""Mickey's PhilharMagic"", 'Fantasmic!', 'SpectroMagic', 'Voyage of the Little Mermaid', ""The Little Mermaid: Ariel's Undersea Adventure"", 'Paint the Night Parade']",8,5,0,7,0,0
2326,Emperor Belos,,['The Owl House'],,,,,0,1,0,0,0,0
2327,Flowers of Wonderland,['Alice in Wonderland'],['Jake and the Never Land Pirates'],,,,"['Alice in Wonderland (Disneyland attraction)', 'Mickey Mouse Revue', ""Walt Disney's Parade of Dreams"", 'Dreaming Up!']",1,1,0,4,0,0
2328,Ernest,,,,,,['Country Bear Jamboree'],0,0,0,1,0,0
2329,Flynt and Mungo,"['Tarzan (film)', 'Tarzan & Jane', 'Tarzan II']",['The Legend of Tarzan'],,,,,3,1,0,0,0,0
2330,White Fang,"['White Fang', 'White Fang 2: Myth of the White Wolf']",,,,,,2,0,0,0,0,0
2331,Foote,['Homeward Bound: The Incredible Journey'],,,,,,1,0,0,0,0,0
2332,Fast Claw,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2333,Dr. Fossil,,['Darkwing Duck'],,,,,0,1,0,0,0,0
2334,Father Duck,,,['The Ugly Duckling (1939)'],,,,0,0,1,0,0,0
2335,Four Shades of Awesome,,['Elena of Avalor'],,,,,0,1,0,0,0,0
2336,Francisco,['Elena and the Secret of Avalor'],['Elena of Avalor'],,,,,1,1,0,0,0,0
2337,Lord Fathom,,['Jake and the Never Land Pirates'],,,,,0,1,0,0,0,0
2338,Fawn Deer,,"['Raw Toonage', 'Bonkers']",,,,,0,2,0,0,0,0
2339,Freckles,"['One Hundred and One Dalmatians', ""101 Dalmatians II: Patch's London Adventure""]",['101 Dalmatians: The Series'],,,,,2,1,0,0,0,0
2340,Frog,,['Goldie & Bear'],,,,,0,1,0,0,0,0
2341,Felipe,,"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso']",,,,,0,3,0,0,0,0
2342,Felix,,['Wizards of Waverly Place'],,,,,0,1,0,0,0,0
2343,Biff Fuddled,,['Goof Troop'],,,,,0,1,0,0,0,0
2344,Dr. Fen,,['Kim Possible'],,,,,0,1,0,0,0,0
2345,Julie Gaffney,"['D2: The Mighty Ducks', 'D3: The Mighty Ducks']",,,,,,2,0,0,0,0,0
2346,Fflewddur Fflam,['The Black Cauldron'],,,,,,1,0,0,0,0,0
2347,Gale,['Frozen II'],['At Home With Olaf'],,,,,1,1,0,0,0,0
2348,The Fiery Dragon,['The Haunted Mansion (2003 film)'],,,,,,1,0,0,0,0,0
2349,Isabella Garcia-Shapiro,"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']","['Phineas and Ferb', 'Take Two with Phineas and Ferb', ""Milo Murphy's Law""]",,,,"[""Agent P's World Showcase Adventure""]",2,3,0,1,0,0
2350,The Fiesta Fruit,,,,,,['Kitchen Kabaret'],0,0,0,1,0,0
2351,Vivian Garcia-Shapiro,,['Phineas and Ferb'],,,,,0,1,0,0,0,0
2352,Professor Garrett Reed,,,,,,['Jungle River Cruise: Curse of the Emerald Trinity'],0,0,0,1,0,0
2353,Brick Flagg,,['Kim Possible'],,,,,0,1,0,0,0,0
2354,Flying Gauchito,['The Three Caballeros'],['House of Mouse'],,,,,1,1,0,0,0,0
2355,Candace Flynn,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],,,,,1,1,0,0,0,0
2356,Foxy Loxy,,,['Chicken Little (1943 short)'],,,,0,0,1,0,0,0
2357,Gaston Framagucci,['Meet the Robinsons'],,,,,,1,0,0,0,0,0
2358,Frankie,,['Miles from Tomorrowland'],,,,,0,1,0,0,0,0
2359,Freddy,,['Dog With a Blog'],,,,,0,1,0,0,0,0
2360,Fresh-Up Freddie,,,,,,,0,0,0,0,0,0
2361,Freyja,['The Island at the Top of the World'],,,,,,1,0,0,0,0,0
2362,Friar Tuck,"['Robin Hood (film)', ""Mickey's House of Villains""]","['House of Mouse', 'Once Upon a Time in Wonderland', 'Once Upon a Time', 'The Wonderful World of Mickey Mouse']",,,,['Fantasmic!'],2,4,0,1,0,0
2363,Fury,['Tinker Bell and the Legend of the NeverBeast'],,,,,,1,0,0,0,0,0
2364,Gale Gustavo,,['Jessie (TV series)'],,,,,0,1,0,0,0,0
2365,Captain Gantu,"['Lilo & Stitch', 'Stitch! The Movie', 'Once Upon a Halloween', 'Leroy & Stitch']","['Lilo & Stitch: The Series', 'Stitch!', 'Stitch & Ai']",,,,"[""Stitch's Great Escape!"", 'Stitch Encounter']",4,3,0,2,0,0
2366,The Garbled One,,['DuckTales'],,,,,0,1,0,0,0,0
2367,Gargoyles,,['Gargoyles'],,,,,0,1,0,0,0,0
2368,Garsiv,['Prince of Persia: The Sands of Time'],,,,,,1,0,0,0,0,0
2369,Eloise,"['Eloise at the Plaza', 'Eloise at Christmastime']",,,,,,2,0,0,0,0,0
2370,Emma Glamour,,['DuckTales (2017 series)'],,,,,0,1,0,0,0,0
2371,Esmeralda,,,,,,"['Main Street, U.S.A. (Disneyland)']",0,0,0,1,0,0
